id,name_ja,name_en,name_zh_hant,name_zh_hans,name_th,name_ko,name_vi
956,薬師寺,,,,วัดยะคุชิจิ,야쿠시지 절,
957,法隆寺,horyuji temple,法隆寺,法隆寺,วัดโฮริวจิ,호류지 절,đền thờ Horyuji
958,兼六園,kenrokuen garden,兼六園,兼六园,สวนเค็นโรคุเอ็น,겐로쿠엔,vườn Kenrokuen
959,鎌倉大仏殿高徳院,kotokuin,鎌倉大佛,鎌仓大佛,วัดพระใหญ่โคโตคุอิน,카마쿠라 대불전 고토쿠인 절,Kotokuin
960,大船観音寺,,,,โอฟุนะคันนน,오후나 칸논지 절,
961,北海道神宮,,,,ศาลเจ้าฮอกไกโด,홋카이도진구 신사,
962,青島神社,,,,ศาลเจ้าอาโอชิม่า,아오시마 신사,
963,高千穗峽,takachiho gorge,高千穗,高千穗,หุบเขาทาคาชิโฮะ,타카치호 협곡,hẻm núi Takachiho
964,名古屋城,nagoya castle,名古屋城,名古屋城,ปราสาทนาโกย่า,나고야 성,lâu đài Nagoya
965,秋保大滝,,,,น้ำตกอะคิอุ,아키우 오타키 폭포,
966,山中溫泉,,,,ยามานากะออนเซ็น,야마나카 온천,
967,曹洞宗 熊谷山 報恩寺,,,,วัดโฮองจิ,조동종 유코쿠잔 호온지 절,
968,歌舞伎町,kabukicho,歌舞伎町,歌舞伎町,คาบุกิโจ,가부키쵸,Kabukicho
969,湯鄉溫泉,,,,ยุโนะโกออนเซ็น,유노고 온천,
970,湯原温泉,,,,ยุบาระออนเซ็น,유바라 온천,
971,真賀温泉,,,,มากะออนเซ็น,마가 온천,
972,奧津溫泉,,,,โอคุสึออนเซ็น,오쿠츠 온천,
973,江戸東京たてもの園,,,,พิพิธภัณฑ์กลางแจ้งเอโดะโตเกียว,에도 도쿄 건축박물관,
974,黒部ダム,,,,เขื่อนคุโรเบะ,구로베 댐,
975,下灘駅,,下灘站,下滩站,สถานีชิโมนาดะ,시모나다역,
976,瀬戸内しまなみ海道,,,,ชิโมนามิไคโด,세토우치 시마나미 해도,
977,臥龍山荘,,,,กะริวซันโซ,가류 산장,
978,南禅寺,nanzenji temple,南禪寺,南禅寺,วัดนันเซนจิ,난젠지 절,đền Nanzenji
979,和歌山城,wakayama castle,,,ปราสาทวาคายาม่า,와카야마 성,lâu đài Wakayama
980,雪の大谷,snow wall,,,กำแพงหิมะ,눈의 대계곡,bức tường tuyết
981,松本城,matsumoto castle,松本城,松本城,ปราสาทมัตสึโมโตะ,마츠모토 성,lâu đài Matsumoto
982,愛宕神社,,,,ศาลเจ้าอะทะโกะ,아타고 신사,
983,五箇山,,,,โกคายาม่า,고카야마,
984,黒部峡谷,kurobe gorge,,,หุบเขาคุโรเบะ,구로베 협곡,hẻm núi Kurobe
985,熊野本宮大社,,,,ศาลเจ้าคุมาโนะฮงกูไทฉะ,쿠마노혼구 타이샤 절,
986,犬山城,inuyama castle,犬山城,犬山城,ปราสาทอินุยามะ,이누야마 성,lâu đài Inuyama
987,高野山,mt. koya,,,ภูเขาโคยะซัง,고야산,núi Koya
988,皿倉山,,,,ภูเขาซาราคุระ,사쿠라야마 산,
989,大涌谷,owakudani,,,หุบเขาโอวาคุดะนิ,오와쿠다니,Owakudani
990,東丸神社,,,,ศาลเจ้าอะสึมะมะโระ,아즈마마로 신사,
991,霧島神宮,,,,ศาลเจ้าคิริชิม่า,키리시마진구 신사,
992,米原ビーチ,,,,ชายหาดโยเนะฮาระ,요네하라 해변,
993,通潤橋,,,,สะพานซือจุน,쓰준쿄,
994,夫婦滝,,,,น้ำตกเมโอโตะดาคิ,메오토 폭포,
995,新宿御苑,shinjuku gyoen national garden,,,สวนชินจูกุเกียวเอ็น,신주쿠 교엔,vườn quốc gia Shinjuku Gyoen
996,思い出横丁,omoide yokocho,,,โอโมอิเดะโยโกะโช,오모이데 요코쵸,Omoide Yokocho
997,江の島神社,enoshima shrine,,,ศาลเจ้าเอโนะชิม่า,에노시마 신사,điện thờ Enoshima
998,江の島展望台,,,,จุดชมวิวเอโนะชิม่า,에노시마 전망대,
999,縮景園,,,,สวนชุคเคเอ็น,슛케이엔,
1000,片山津温泉,,,,คาตะยามะซุออนเซ็น,카타야마즈 온천,
1001,有馬温泉,arima onsen,,,อาริมะออนเซ็น,아리마 온천,Arima onsen
1002,秋芳洞,,,,ถ้ำอะคิโยชิโด,아키요시 동굴,
1003,鍋ケ滝,,,,น้ำตกนาเบะกะทาคิ,나베가타키 폭포,
1004,阿蘇山,mt. aso,阿蘇山,阿苏山,ภูเขาอาโซะ,아소산,Núi Aso
1005,生田神社,,,,ศาลเจ้าอิคุตะ,이쿠타 신사,
1006,中禅寺湖,lake chuzenji,中禪寺湖,中禅寺湖,ทะเลสาบชูเซนจิ,츄젠지 호수,Hồ Chuzenji
1007,嵐山温泉,,,,อาราชิยามะออนเซ็น,아라시야마 온천,
1008,くらま温泉,,,,คุรามะออนเซ็น,쿠라마 온천,
1009,竹下通り,takeshita street,竹下通,竹下通,ถนนทาเคชิตะ,다케시타도리,Phố Takeshita
1010,アメリカ村,americamura,美國村,美国村,อเมริกามุระ,아메리카무라,làng Mỹ
1011,東大寺,todaiji temple,,,วัดโทไดจิ,도다이지 절,đền Todaiji
1012,亀岩の洞窟,,,,,카메이와 동굴,
1013,縄文杉,jomonsugi,,,จูมงซุกิ,조몬스기,Jomonsugi
1014,屋久杉,yakusugi,,,ยะคุซุกิ,야쿠스기,Yakusugi
1015,春日大社,kasuga taisha,,,ศาลเจ้าคาซุกะ,가스가타이샤 신사,Kasuga Taisha
1016,軍艦島,,,,เกาะฮะชิมะ,군함도,
1017,天橋立,amanohashidate,天橋立,天桥立,อะมะโนะฮาชิดาเตะ,아마노하시다테,Amanohashidate
1018,地主神社,,,,ศาลเจ้าจิชุ,지슈 신사,
1019,小倉庭園,,,,สวนปราสาทโคคุระ,고쿠라성 정원,
1020,諏訪神社,,,,ศาลเจ้าซุวะ,스와 신사,
1021,箱根神社,hakone shrine,,,ศาลเจ้าฮาโกเน่,하코네 신사,điện thờ Hakone
1022,しまなみ海道,,,,ชิมะนามิไคโด,시마나미 해도,
1023,千光寺,,,,วัดเซนโคจิ(千光寺),센코지 절,
1024,文學の小径,,,,ทางเดินบุนกะคุโนะโคมิจิ,분가쿠노코미치,
1025,雲場池,,,,บ่อน้ำคุโมบะ,쿠모바이케 호수,
1026,八坂神社,yasaka shrine,,,ศาลเจ้ายาซากะ,야사카 신사,điện thờ Yasaka
1027,御寺 泉涌寺,,,,วัดเซนนิวจิ,미테라 센뉴지 절,
1028,湯本茶屋,,,,ยูโมโตะฉะยะ,유모토챠야,
1029,馬籠宿,,,,มาโกเมะจูคุ,마고메주쿠,
1030,二ノ平,,,,นิโนะไทระ,니노타이라,
1031,花畑牧場,,,,ฟาร์มปศุสัตว์ฮานาบะทาเคะ,하나바타케 목장,
1032,幸福駅,,,,สถานีโคฟุกุ,코후쿠역,
1033,愛国駅,,,,สถานีไอโคคุ,아이코쿠역,
1034,淡路島,awaji island,淡路島,淡路岛,เกาะอาวาจิ,아와지 섬,đảo Awaji
1035,鳴門大橋,,,,สะพานนารุโตะ,나루토 대교,
1036,東京大江戸温泉物語,odaiba tokyo oedo-onsen monogatari,大江戶溫泉物語,大江户温泉物语,โอเอโดะออนเซ็นโมโนกาตาริ,오에도 온천이야기,Odaiba Tokyo Oedo-onsen Monogatari
1037,紫野 今宮神社,,,,ศาลเจ้าอิมามิยะ,무라사키노 이마미야 신사,
1038,野宮神社,,,,ศาลเจ้าโนะโนะมิยะ,노노미야 신사,
1039,雨晴海岸,,,,ชายฝั่งอามะฮาราชิ,아마하라시 해안,
1040,軽井沢タリアセン,,,,คารุยซาว่า,카루이자와 탈리에신,
1041,伊香保温泉,,,,อิคาโฮะออนเซ็น,이카호 온천,
1042,水澤寺,,,,วัดมิสึซาวะ,미즈사와 절,
1043,姫路城,himeji castle,姬路城,姬路城,ปราสาทฮิเมจิ,히메지 성,lâu đài Himeji
1044,黒壁スクエア,,,,คุโรคาเบะแสควร์,쿠로카베 스퀘어,
1045,延曆寺,,,,วัดเอ็นเรียคุจิ,엔랴쿠지 절,
1046,河口湖,,,,ทะเลสาบคาวากุจิโกะ,카와구치 호수,
1047,伏見稲荷大社,fushimi inari taisha shrine,伏見稻荷大社,伏见稻荷大社,ศาลเจ้าฟูชิมิอินาริ,후시미이나리타이샤 신사,điện thờ Fushimi Inari Taisha
1048,国営ひたち海浜公園,hitachi seaside park,,,สวนริมทะเลฮิตาจิ,국영 히타치 해변 공원,công viên ven biển Hitachi
1049,大阪城,osaka castle,大阪城,大阪城,ปราสาทโอซาก้า,오사카 성,lâu đài Osaka
1050,五稜郭,,,,โกเรียวคาคุ,고료카쿠,
1051,八坂庚申堂,,,,ยาซากะโคชินโด,야사카코신도 절,
1052,渡月橋,,,,สะพานโทะเก็ตสึเคียว,도게츠교,
1053,湯川温泉,,,,ยูกาวะออนเซ็น,유카와 온천,
1054,龍泉洞,,,,ถ้ำริวเซ็นโด,류센 동굴,
1055,玉泉洞,,,,ถ้ำเกียวคุเซนโด,교쿠센 동굴,
1056,上野駅,ueno station,,,สถานีอุเอโนะ,우에노역,ga Ueno
1057,出雲大社,izumo taisha shrine,出雲大社,出云大社,ศาลเจ้าอิสุโมะไทฉะ,이즈모타이샤 신사,điện thờ Izumo Taisha
1058,熱海温泉,,,,อาตามิออนเซ็น,아타미 온천,
1059,琵琶湖,lake biwa,琵琶湖,琵琶湖,ทะเลสาบบิวะ,비와코 호수,hồ Biwa
1060,鋸山,,,,ภูเขาโนโคกิริ,노코기리 산,
1061,松江城,,,,ปราสาทมัตสึเอะ,마츠에 성,
1062,比叡山,,比叡山,比叡山,ภูเขาฮิเอ,히에이 산,
1063,佐川美術館,,,,พิพิธภัณฑ์ศิลปะซากาว่า,사가와 미술관,
1064,八幡堀,,,,ฮาจิมังโบริ,하치만보리,
1065,蠑螺堂,,,,ซาซาเอะโด,사자에당,
1066,鞍馬寺,,,,วัดคุรามะ,쿠라마데라 절,
1067,貴船神社,,貴船神社,贵船神社,ศาลเจ้าคิฟุเนะ,키후네 신사,
1068,東福寺,,東福寺,东福寺,วัดโทฟุคุจิ,도후쿠지 절,
1069,鈴虫寺,,,,วัดเคกงจิ,스즈무시데라 절,
1070,北野天満宮,,,,ศาลเจ้าคิตาโนะเทนมังกู,키타노텐만구 신사,
1071,日吉大社,,,,ศาลเจ้าฮิโยชิ,히요시타이샤 신사,
1072,おごと(雄琴)温泉,,,,โอโกโตะออนเซ็น,오고토 온천,
1073,久能山東照宮,,,,ศาลเจ้าคุโนซังโทโชกู,쿠노잔 토쇼구 신사,
1074,平安神宮,heian jingu shrine,,,ศาลเจ้าเฮอันจิงกู,헤이안진구 신사,điện thờ Heian Jingu
1075,鶴城天守閣,,,,คาคุโจเทนชุคาคุ,츠루가 성 천수각,
1076,シルクロード文明博物館,,,,พิพิธภัณฑ์เส้นทางสายไหม,실크로드 문명관,
1077,滝沢本陣,,,,,타키자와 혼진,
1078,背炙山,,,,,세아부리 산,
1079,東山温泉,,,,ฮิกาชิยามะออนเซ็น,히가시야마 온천,
1080,七日町商店街,,,,ย่านร้านค้านาโนกะมาจิ,나누카마치 상점가,
1081,圓教寺,,,,วัดเอ็นเกียวจิ,엔교지 절,
1082,小樽出抜小路,,,,โอตารุเดนุคิ,오타루 데누키 코미치,
1083,鬼怒川溫泉,,,,คินุกาว่าออนเซ็น,기누가와 온천,
1084,萬世橋,,,,สะพานมันเซ,만세이바시 다리,
1085,神田川,,,,แม่น้ำคันดะ,칸다가와,
1086,桃太郎神社,,,,ศาลเจ้าโมโมทาโร่,모모타로 신사,
1087,瀬戸大橋,seto ohashi bridge,,,สะพานเซโตะโอฮาชิ,세토 대교,cầu Seto Ohashi
1088,青池,blue pond,青池(青森),青池(青森),บ่อน้ำสีฟ้าชิโรกาเนะ,아오이케 호수,ao xanh
1089,国際通り,kokusai street,國際通,国际通,ถนนโคคุไซ,국제 거리,phố Kokusai
1090,波上宮,,,,นามิโนะอุเอะกู,나미노우에구 신사,
1091,富士五湖,fuji five lakes,富士五湖,富士五湖,ทะเลสาบฟูจิทั้งห้า,후지 5호,năm hồ Fuji
1092,臨怪荘,,,,โรงแรมรินไคโซ,린카이소,
1093,函館山,mt hakodate,,,ภูเขาฮาโกดาเตะ,하코다테 산,núi Hakodate
1094,眼鏡橋,,,,สะพานเมกาเนะ,메가네바시 다리,
1095,小樽運河,otaru canal,,,คลองโอตารุ,오타루 운하,kênh Otaru
1096,平泉,,,,ฮิไรสุมิ,히라이즈미,
1097,湯布院,yufuin,湯布院,汤布院,วัดยูฟุอิน,유후인,Yufuin
1098,道後温泉,dogo onsen,道後溫泉,道后温泉,โดโกะออนเซ็น,도고 온천,Dogo onsen
1099,江の島,enoshima,江之島,江之岛,เอโนะชิม่า,에노시마 섬,Enoshima
1100,新大阪駅,shin-osaka station,,,สถานีชินโอซาก้า,신오사카역,ga Shin-osaka
1101,由比ヶ浜,yuigahama,,,หาดยุยกะฮามะ,유이가하마 해변,Yuigahama
1102,直島,naoshima,直島,直岛,เกาะนาโอชิม่า,나오시마 섬,Naoshima
1103,谷中,yanaka,,,ยานาคะ,야나카,Yanaka
1104,根津,nezu,,,เนสุ,네즈,Nezu
1105,千駄木,sendagi,,,เซนดากิ,센다기,Sendagi
1106,地獄谷野猿公苑,jigokudani yaen koen,,,ออนเซ็นลิง จิโกคุดะนิ,지고쿠다니 야생 원숭이 공원,công viên Jigokudani Yaen
1107,野沢温泉,,,,โนซาว่าออนเซ็น,노자와 온천,
1108,草津温泉,kusatsu onsen,草津溫泉,草津温泉,คุซัตสึออนเซ็น,쿠사츠 온천,Kusatsu onsen
1109,谷根千,yanesen,,,ยาเนะเซ็น,야네센,Yanesen
1110,日本アルプス,,,,เจแปนแอลป์,일본 알프스,
1111,富士山,mt. fuji,富士山,富士山,ภูเขาไฟฟูจิ,후지산,núi Fuji
1112,飛騨高山,hida takayama,飛驒高山,飞驒高山,ฮิดะ ทาคายามะ,히다 다카야마,Hida Takayama
1113,東京駅,tokyo station,東京車站,东京车站,สถานีโตเกียว,도쿄역,ga Tokyo
1114,枚方公園,,,,สวนฮิราคาตะ,히라카타 공원,
1115,淀川,,,,แม่น้ำโยโดะ,요도가와 강,
1116,大阪城公園,osaka castle park,,,สวนปราสาทโอซาก้า,오사카성 공원,công viên lâu đài Osaka
1117,厳島神社,itsukushima shrine,嚴島神社,严岛神社,ศาลเจ้าอิตสึกุชิมะ,이츠쿠시마 신사,điện thờ Itsukushima
1118,住吉大社,sumiyoshi taisha shrine,住吉大社,住吉大社,ศาลเจ้าซุมิโยชิ,스미요시타이샤 신사,điện thờ Sumiyoshi Taisha
1119,先斗町,ponto-cho,,,พอนโตะโช,폰토쵸,Ponto-cho
1120,田舎館村,,,,หมู่บ้านอินาคะดาเตะ,이나카다테 마을,
1121,野毛町,,,,โนเกะโช,노게쵸,
1122,高湯温泉,,,,ทาคายุออนเซ็น,타카유 온천,
1123,京町家,,,,เคียวมาจิยะ,쿄마치야,
1124,新宿駅,shinjuku station,新宿車站,新宿车站,สถานีชินจูกุ,신주쿠역,ga Shinjuku
1125,主計町,,,,,카즈에마치,
1126,京都駅,kyoto station,京都車站,京都车站,สถานีเกียวโต,교토역,ga Kyoto
1127,梅田駅,umeda station,,,สถานีอุเมดะ,우메다역,ga Umeda
1128,大久野島,,,,เกาะโอคุโนะชิมะ,오쿠노시마 섬,
1129,鳥取砂丘,tottori sand dunes,鳥取砂丘,鸟取砂丘,เนินทรายทตโตริ,돗토리 사구,cồn cát Tottori
1130,瀬戸内海,seto inland sea,瀨戶內海,濑户内海,ทะเลเซโตะใน,세토 내해,biển nội địa Seto
1131,阿蘇神社,,,,ศาลเจ้าอะโซะ,아소 신사,
1132,オランダ坂,,,,เนินฮอลันดา,오란다자카,
1133,出島,,,,เกาะเดจิม่า,데지마,
1134,中山道,,,,ถนนนาคายามะ,나카센도,
1135,なんばウォーク,,,,นัมบะ วอล์ค,난바 워크,
1136,難波御堂筋商店街,namba midosuji shopping street,,,ย่านร้านค้านัมบะมิโดสึจิ,난바 미도스지 상점가,phố mua sắm Namba Midosuji
1137,鴨川納涼床,,,,โนะเรียวยูคะคาโมะกาว่า,카모가와 노료유카,
1138,輪島朝市,,,,ตลาดเช้าวาจิม่า,와지마 아침 시장,
1139,坊ちゃん列車,,,,รถไฟโบจัง,봇짱열차,
1140,石部桜,,,,อิชิเบะซากุระ,이시베자쿠라,
1141,ハチ公,hachiko,,,ฮาจิโค,하치코,Hachiko
1142,横浜中華街,yokohama chinatown,,,โยโกฮาม่าไชน่าทาวน์,요코하마 차이나타운,phố Trung Quốc Yokohama
1143,黒川温泉,,,,คุโรคาว่าออนเซ็น,쿠로카와 온천,
1144,建長寺,,,,วัดเคนโชจิ,켄쵸지 절,
1145,円覚寺,,,,วัดเอนกะคุจิ,엔가쿠지 절,
1146,東京禅センター,,,,tokyo zen center,묘신지 절,
1147,大雪山,,,,ภูเขาไทเซ็ตสึ,다이세츠 산,
1148,有珠山,,,,ภูเขาอุซุ,우스 산,
1149,磐梯山,,,,ภูเขาบันได,반다이 산,
1150,浅間山,,,,ภูเขาอาซามะ,아사마 산,
1151,箱根山,,,,ภูเขาฮาโกเน่,하코네 산,
1152,九重山,,,,ภูเขาคุจู,쿠쥬 산,
1153,岡崎城,,,,ปราสาทโอคาซากิ,오카자키 성,
1154,和田塚,,,,วาดะสึกะ,와다즈카,
1155,極楽寺,,,,โกคุราคุจิ,고쿠라쿠지,
1156,稲村ヶ崎,,,,อินะมุระกะซาคิ,이나무라가사키,
1157,七里ヶ浜,,,,ชิจิริกะฮามะ,시치리가하마 해변,
1158,鎌倉高校前,,,,คามาคุระโคโคมาเอะ,카마쿠라 코코마에,
1159,腰越,,,,โคชิโกเอะ,코시고에,
1160,早雲山,,,,ภูเขาโซอุนซัน,소운산,
1161,彫刻の森美術館,,,,พิพิธภัณฑ์กลางแจ้งฮาโกเน่,조각의 숲 미술관,
1162,満濃池,,,,ทะเลสาบมันโน,만노이케 저수지,
1163,加佐の岬,,,,แหลมคาสะ,카사노 곶,
1164,橋立港,,,,ท่าเรือฮาชิดาเทะ,하시다테항,
1165,雪の科学館,,,,พิพิธภัณฑ์หิมะและน้ำแข็ง,눈의 과학관,
1166,愛染寺,,,,วัดไอเซนจิ,아이젠지 절,
1167,鵜戸神宮,,,,ศาลเจ้าอุโดจิงกู,우도진구 신사,
1168,関之尾の滝,,,,น้ำตกเซคิโนะโอ,세키노오 폭포,
1169,天岩戸神社,,,,ศาลเจ้าอะมาโนะอิวาโตะ,아마노이와토 신사,
1170,飫肥城下町,,,,โอบิโจคะมาจิ,오비 성하 마을,
1171,霧島ファクトリーガーデン,,,,kirishima factory garden,키리시마 팩토리 가든,
1172,えびの高原,,,,ที่ราบสูงเอบิโนะ,에비노 고원,
1173,都井岬,,,,แหลมโทอิมิ,도이 곶,
1174,塩江温泉,,,,ชิโอะโนเอะออนเซ็น,시오노에 온천,
1175,鈍川温泉,,,,นิบุคาว่าออนเซ็น,니부카와 온천,
1176,足摺温泉,,,,อะชิซุริออนเซ็น,아시즈리 온천,
1177,大歩危温泉,,,,โอโบะเคะออนเซ็น,오보케 온천,
1178,奥道後温泉,,,,โอคุโดโกะออนเซ็น,오쿠도고 온천,
1179,田貫湖,,,,ทะเลสาบทานุคิ,타누키 호수,
1180,三保の松原,,,,มิโฮะโนะมัตสึบาระ,미호노마츠하라,
1181,沼津港深海水族館,,,,พิพิธภัณฑ์สัตว์น้ำทะเลลึกท่าเรือนุมะสึ,누마즈항 심해수족관,
1182,白糸の滝,,,,น้ำตกชิระอิโตะ,시라이토 폭포,
1183,音止めの滝,,,,น้ำตกโอโตะโดเมะ,오토도메 폭포,
1184,奥大井湖上駅,,,,สถานีโอคุโออิโคะโจ,오쿠오이코죠역,
1185,清水観音堂,,,,คิโยมิสึคันนนโด,키요미즈 관음당,
1186,上野東照宮,ueno toshogu shrine,,,อุเอโนะโทโชกู,우에노 도쇼구 신궁,điện thờ Ueno Toshogu
1187,下谷神社,,,,ศาลเจ้าชิตะยะจินจะ,시타야 신사,
1188,今戸神社,,,,ศาลเจ้าอิมะโด,이마도 신사,
1189,忍野八海,,,,หมู่บ้านน้ำใส,오시노 핫카이,
1190,赤羽八幡神社,,,,ศาลเจ้าอาคาบาเนะฮาจิมัง,아카바네 하치만 신사,
1191,小野神社,,,,ศาลเจ้าโอโนะ,오노 신사,
1192,二宮神社,,,,ศาลเจ้านิโนะมิยะ,니노미야 신사,
1193,松本神社,,,,ศาลเจ้ามัตสึโมโตะ,마츠모토 신사,
1194,相葉神社,,,,ศาลเจ้าไอบะ,아이바 신사,
1195,沼の平,,,,นุมะโนะไทระ,누마노타이라,
1196,摩周湖,,,,ทะเลสาบมาชู,마슈 호수,
1197,支笏湖,,支笏湖,支笏湖,ทะเลสาบชิคทสึ,시코츠 호수,
1198,青い池,,青池(北海道),青池(北海道),บ่อน้ำสีน้ำเงิน,청의 호수,
1199,阿寒湖,,,,ทะเลสาบอากัง,아칸 호수,
1200,小川原湖,,,,ทะเลสาบโอกะวาระ,오가와라 호수,
1201,田沢湖,,,,ทะเลสาบทาซาว่า,타자와 호수,
1202,五色沼,,,,,고시키 늪,
1203,猪苗代湖,,,,,이나와시로 호수,
1204,龍ヶ窪,,,,,류가쿠보,
1205,香嵐渓,,,,,고란케이 계곡,
1206,日間賀島,,,,,히마카지마 섬,
1207,やきもの散歩道,,,,,도자기 산책로,
1208,護王神社,,,,ศาลเจ้าโกโอ,고오 신사,
1209,鴨川,kamogawa,,,แม่น้ำคาโมกาว่า,카모가와,Kamogawa
1210,花見小路通り,hanamikoji-dori,,,ถนนฮานะมิโคจิโดริ,하나미코지 거리,đường Hanamikoji
1211,嵐山駅,arashiyama station,,,สถานีอาราชิยามะ,아라시야마역,ga Arashiyama
1212,下鴨神社,shimogamo shrine,,,ศาลเจ้าชิโมกาโมะ,시모가모 신사,điện thờ Shimogamo
1213,千両ヶ辻,senryougatsuji,,,เซนเรียวกะสึจื,센료가츠지,Senryougatsuji
1214,鞍馬口通,kuchimaguchi-dori,,,ถนนคุรามะกุจิ,쿠라마구치 거리,đường Kuchimaguchi
1215,二条城,nijo castle,二条城,二条城,ปราสาทนิโจ,니조 성,lâu đài Nijo
1216,京都三条会商店街,kyoto sanjo shopping street,,,ย่านร้านค้าซันโจไค,교토 산죠회 상점가,phố mua sắm Kyoto Sanjo
1217,京都文化博物館,the museum of kyoto,,,พิพิธภัณฑ์เกียวโต,교토 문화박물관,bảo tàng Kyoto
1218,新京極通り,shinkyogoku-dori,,,ถนนชินเคียวโกคุ,신쿄고쿠 거리,đường Shinkyogoku
1219,三宅八幡宮,miyake-hachimangu shrine,,,ศาลเจ้ามิยาเกะฮาจิมังกู,미야케하치만구 신사,điện thờ Miyake-Hachimangu
1220,渋谷肉横丁,shibuya niku yokocho,,,ตรอกชิบูย่านิคุโยโกะโจ,시부야 니쿠요코초,Shibuya Niku Yokocho
1221,恐山,mt osore,,,ภูเขาโอโซเระ,오소레 산,núi Osore
1222,釧路湿原,kushiro shitsugen,,,หนองน้ำคุชิโระ,쿠시로 습원,Kushiro Shitsugen
1223,雲海テラス,unkai terrace,,,ระเบียงหมอกอุนไคเทอเรส,운카이 테라스,thiên đường mây Unkai Terrace
1224,堂ヶ島,dougashima,,,เกาะโดกะชิมะ,도가시마,Dougashima
1225,白鬚神社,shirahige shrine,,,ศาลเจ้าชิระฮิเกะ,시라히게 신사,điện thờ Shirahige
1226,丸山千枚田,maruyama senmaida,,,ทุ่งมารุยาม่าเซนไมดะ,마루야마 센마이다,Maruyama Senmaida
1227,熊野古道,kumano kodo,熊野古道,熊野古道,คุมะโนะ โคโด,구마노 고도,Kumano Kodo
1228,ヒリゾ浜,hirizo beach,,,ชายหาดฮิริโสะ,히리조 바닷가,bãi biển Hirizo
1229,九十浜海水浴場,kujuppama beach,,,ที่เล่นน้ำทะเลคุจุปปามะ,쿠줏파마 해수욕장,bãi biển Kujuppama
1230,白浜大浜海水浴場,shirahama beach,,,ที่เล่นน้ำหาดชิราฮามะ,시라하마오하마 해수욕장,bãi biển Shirahama
1231,田子瀬浜海水浴場,tagosebama beach,,,ที่เล่นน้ำหาดทาโกเซฮามะ,타고세바마 해수욕장,bãi biển Tagosebama
1232,長浜海水浴場,nagahama beach,,,ที่เล่นน้ำหาดนากาฮามะ,나가하마 해수욕장,bãi biển Nagahama
1233,大瀬海水浴場,osekai beach,,,ที่เล่นน้ำทะเลโอเซ,오세 해수욕장,bãi biển Osekai
1234,浮島海岸,futo coast,,,ชายหาดฟุโต,후토 해안,bờ biển Futo
1235,スクランブル交差点,scramble crossing,,,ห้าแยกชิบูย่า,스크램블 교차로,ngã tư Scrambe Crossing (ngã tư Shibuya)
1236,センター街,center-gai,,,ถนนเซนเตอร์ไก,센터가이,center-gai
1237,目黒川,meguro river,,,แม่น้ำเมกุโระ,메구로 강,sông Meguro
1238,千鳥ヶ淵,chidorigafuchi,,,บ่อน้ำชิโดริกะฟุจิ,치도리가후치,Chidorigafuchi
1239,靖国神社,yasukuni shrine,靖國神社,靖国神社,ศาลเจ้ายาซุคุนิ,야스쿠니 신사,điện thờ Yasukuni
1240,飛鳥山公園,asukayama park,,,สวนอะซุคะยามะ,아스카야마 공원,công viên Asukayama
1241,隅田公園,sumida park,,,สวนซุมิดะ,스미다 공원,công viên Sumida
1242,芝公園,shiba park,,,สวนชิบะ,시바 공원,công viên Shiba
1243,鳥越神社,torikoe shrine,,,ศาลเจ้าโทริโกเอะ,토리코에 신사,điện thờ Torikoe
1244,増上寺,zoujo-ji temple,,,วัดโซโจจิ,조죠지 절,đền Zoujo-ji
1245,高尾山薬王院有喜寺,takaosan yakuoin temple,,,วัดทาคาโอะซังยาคุโออิงยูคิจิ,다카오 산 야쿠오인 우키지 절,đền Takaosan Yakuoin
1246,築地本願寺,tsukiji hongwanji,,,วัดสึคิจิฮงกันจิ,쓰키지 혼간지 절,Tsukiji Hongwanji
1247,大国魂神社,ookunitama shrine,,,ศาลเจ้าโอคุนิทามะ,오쿠니타마 신사,điện thờ Ookunitama
1248,池上本門寺,ikegami honmon-ji temple,,,วัดอิเคกามิฮงมงจิ,이케가미 혼몬지 절,đền Ikegami Honmon-ji
1249,装束稲荷神社,shozoku inari shrine,,,ศาลเจ้าโชโซคุอินาริ,쇼조쿠 이나리 신사,điện thờ Shozoku Inari
1250,天開稲荷神社,tenkai inari shrine,,,ศาลเจ้าเทนคะอินาริ,텐카이 이나리 신사,điện thờ Tenkai Inari
1251,櫛田神社,kushidan shrine,,,ศาลเจ้าคุชิดะ,쿠시다 신사,điện thờ Kushidan
1252,香椎宮,kashiigu shrine,,,ศาลเจ้าคะชีกู,카시구 신사,điện thờ Kashiigu
1253,宮地嶽神社,miyajidake shrine,,,ศาลเจ้ามิยาจิดาเคะ,미야지다케 신사,điện thờ Miyajidake
1254,宗像大社,munakata taisha shrine,,,ศาลเจ้ามุนาคาตะไทฉะ,무나카타타이샤 신사,điện thờ Munakata Taisha
1255,高良大社,kora taisha shrine,,,ศาลเจ้าโคระไทฉะ,코라타이샤 신사,điện thờ Kora Taisha
1256,筥崎宮,hakozaki shrine,,,ศาลเจ้าฮาโคซากิกู,하코자키구 신사,điện thờ Hakozaki
1257,恋木神社,mizuta tenmangu shrine,,,ศาลเจ้าโคอิโนะ,코이노키 신사,điện thờ Mizuta Tenmangu
1258,英彦山神宮,hikosan jingu,,,ศาลเจ้าฮิโคะซังจิงกู,히코산진구 신사,Hikosan Jingu
